tcga,printable,input_csv,output_csv,method,task,model,seed,missing_before,missing_after,repaired,log
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PAAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_181647.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PAAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_181647.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PAAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_120543.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PAAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_120543.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PAAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_195733.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PAAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_195733.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PAAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_134251.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PAAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_134251.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,1,1,ok
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PAAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_193220.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PAAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_193220.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,1,0,ok
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PAAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_125949.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PAAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_125949.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PAAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_182904.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PAAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_182904.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PAAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_123119.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PAAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_123119.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PRAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_163206.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PRAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_163206.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,1,0,ok
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PRAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_202054.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PRAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_202054.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PRAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_193014.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PRAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_193014.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,1,1,ok
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PRAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_010715.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PRAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_010715.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,1,0,ok
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PRAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_185222.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PRAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_185222.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,2,0,ok
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PRAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_232628.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PRAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_232628.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PRAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_173305.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PRAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_173305.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,1,0,ok
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/PRAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_214713.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/PRAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_214713.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
READ,Rectum Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/READ_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_212426.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/READ_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_212426.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
READ,Rectum Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/READ_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_195852.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/READ_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_195852.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
READ,Rectum Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/READ_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_225334.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/READ_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_225334.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,3,2,1,ok
READ,Rectum Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/READ_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_204327.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/READ_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_204327.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,2,0,ok
READ,Rectum Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/READ_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_224144.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/READ_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_224144.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,4,1,3,ok
READ,Rectum Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/READ_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_202305.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/READ_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_202305.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
READ,Rectum Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/READ_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_223230.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/READ_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_223230.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,0,1,ok
READ,Rectum Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/READ_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_201023.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/READ_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_201023.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,0,1,ok
SKCM,Skin Cutaneous Melanoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/SKCM_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_000117.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/SKCM_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_000117.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,0,1,ok
SKCM,Skin Cutaneous Melanoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/SKCM_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_230116.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/SKCM_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_230116.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,2,0,ok
SKCM,Skin Cutaneous Melanoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/SKCM_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_002622.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/SKCM_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_002622.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
SKCM,Skin Cutaneous Melanoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/SKCM_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_234428.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/SKCM_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_234428.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,1,1,ok
SKCM,Skin Cutaneous Melanoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/SKCM_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_001827.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/SKCM_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_001827.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,5,2,3,ok
SKCM,Skin Cutaneous Melanoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/SKCM_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_232737.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/SKCM_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_232737.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,1,1,ok
SKCM,Skin Cutaneous Melanoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/SKCM_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_001048.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/SKCM_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_001048.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,1,0,ok
SKCM,Skin Cutaneous Melanoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/SKCM_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_230832.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/SKCM_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_230832.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,1,0,ok
STAD,Stomach Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/STAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_034359.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/STAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_034359.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
STAD,Stomach Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/STAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_003149.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/STAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_003149.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
STAD,Stomach Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/STAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_104110.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/STAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_104110.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
STAD,Stomach Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/STAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_023634.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/STAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_023634.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
STAD,Stomach Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/STAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_095445.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/STAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_095445.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,0,1,ok
STAD,Stomach Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/STAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_020105.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/STAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_020105.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
STAD,Stomach Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/STAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_043835.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/STAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_043835.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,0,2,ok
STAD,Stomach Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/STAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_012118.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/STAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_012118.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,1,1,ok
TGCT,Testicular Germ Cell Tumors,/home/yl3427/cylab/selfCorrectionAgent/runs2/TGCT_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_134114.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/TGCT_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_134114.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
TGCT,Testicular Germ Cell Tumors,/home/yl3427/cylab/selfCorrectionAgent/runs2/TGCT_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_113830.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/TGCT_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_113830.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
TGCT,Testicular Germ Cell Tumors,/home/yl3427/cylab/selfCorrectionAgent/runs2/TGCT_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_135930.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/TGCT_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_135930.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
TGCT,Testicular Germ Cell Tumors,/home/yl3427/cylab/selfCorrectionAgent/runs2/TGCT_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_130410.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/TGCT_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_130410.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
TGCT,Testicular Germ Cell Tumors,/home/yl3427/cylab/selfCorrectionAgent/runs2/TGCT_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_135625.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/TGCT_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_135625.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,1,1,ok
TGCT,Testicular Germ Cell Tumors,/home/yl3427/cylab/selfCorrectionAgent/runs2/TGCT_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_125630.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/TGCT_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_125630.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
TGCT,Testicular Germ Cell Tumors,/home/yl3427/cylab/selfCorrectionAgent/runs2/TGCT_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_134346.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/TGCT_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_134346.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
TGCT,Testicular Germ Cell Tumors,/home/yl3427/cylab/selfCorrectionAgent/runs2/TGCT_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_114831.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/TGCT_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_114831.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
THCA,Thyroid Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/THCA_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_200657.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/THCA_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_200657.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
THCA,Thyroid Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/THCA_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_140110.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/THCA_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_140110.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,2,0,ok
THCA,Thyroid Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/THCA_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_234056.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/THCA_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_234056.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,8,6,2,ok
THCA,Thyroid Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/THCA_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_180934.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/THCA_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_180934.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
THCA,Thyroid Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/THCA_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_223530.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/THCA_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_223530.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,7,4,3,ok
THCA,Thyroid Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/THCA_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_165543.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/THCA_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_165543.csv,rag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
THCA,Thyroid Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/THCA_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_213524.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/THCA_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_213524.csv,zscot,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,2,2,0,ok
THCA,Thyroid Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/THCA_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_160505.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/THCA_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250916_160505.csv,zscot,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
UVM,Uveal Melanoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/UVM_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250917_012210.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/UVM_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250917_012210.csv,kewltm,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
UVM,Uveal Melanoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/UVM_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250917_005410.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/UVM_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250917_005410.csv,kewltm,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
UVM,Uveal Melanoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/UVM_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250917_013915.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/UVM_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250917_013915.csv,kewrag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,9,2,7,ok
UVM,Uveal Melanoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/UVM_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250917_011529.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/UVM_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250917_011529.csv,kewrag,t,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0,0,0,no_missing
UVM,Uveal Melanoma,/home/yl3427/cylab/selfCorrectionAgent/runs2/UVM_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250917_013627.csv,/home/yl3427/cylab/selfCorrectionAgent/runs3/UVM_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250917_013627.csv,rag,n,mistralai/Mixtral-8x7B-Instruct-v0.1,42,1,0,1,ok
