tcga,printable,dataset,task,method,context_json,model,seed,train_fraction,computed_train_size,edit_threshold,results_csv,log_file
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LIHC_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LIHC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,17,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_002846.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_002846.log
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LIHC_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LIHC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,17,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_013618.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_013618.log
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LIHC_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LIHC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,11,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_032702.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_032702.log
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LIHC_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LIHC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,11,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_042214.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_042214.log
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LIHC_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LIHC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,11,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_052650.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_052650.log
LIHC,Liver Hepatocellular Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LIHC_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LIHC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,11,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_061404.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LIHC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_061404.log
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUAD_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,24,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_070508.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_070508.log
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUAD_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,24,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_083819.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_083819.log
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUAD_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,24,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_100850.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_100850.log
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUAD_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,24,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_112656.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_112656.log
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUAD_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,24,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_143702.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_143702.log
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUAD_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,24,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_160940.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_160940.log
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUAD_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,24,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_171436.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_171436.log
LUAD,Lung Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUAD_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,24,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_183703.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_183703.log
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUSC_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,23,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_195601.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_195601.log
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUSC_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,23,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_214624.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_214624.log
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUSC_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,23,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_230601.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250913_230601.log
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUSC_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,23,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_012323.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_012323.log
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUSC_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,23,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_042814.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_042814.log
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUSC_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,23,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_055912.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_055912.log
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUSC_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,23,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_070526.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_070526.log
LUSC,Lung Squamous Cell Carcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/LUSC_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_LUSC.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,23,80,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_080955.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/LUSC_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_080955.log
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/MESO_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_MESO.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,4,80,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_092048.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_092048.log
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/MESO_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_MESO.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,4,80,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_094812.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_094812.log
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/MESO_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_MESO.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,4,80,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_100747.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_100747.log
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/MESO_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_MESO.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,4,80,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_110040.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_110040.log
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/MESO_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_MESO.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,4,80,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_111822.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_111822.log
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/MESO_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_MESO.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,4,80,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_114351.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_114351.log
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/MESO_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_MESO.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,4,80,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_115049.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_115049.log
MESO,Mesothelioma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/MESO_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_MESO.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,4,80,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_115925.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/MESO_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_115925.log
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PAAD_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PAAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,9,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_120543.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_120543.log
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PAAD_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PAAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,9,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_123119.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_123119.log
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PAAD_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PAAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,9,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_125949.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_125949.log
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PAAD_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PAAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,9,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_134251.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_134251.log
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PAAD_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PAAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,9,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_181647.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_181647.log
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PAAD_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PAAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,9,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_182904.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_182904.log
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PAAD_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PAAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,9,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_193220.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_193220.log
PAAD,Pancreatic Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PAAD_T14N03.csv,n,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PAAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,9,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_195733.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PAAD_T14N03__kewrag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_195733.log
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PRAD_T14N03.csv,t,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PRAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,22,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PRAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_202054.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PRAD_T14N03__kewltm__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_202054.log
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PRAD_T14N03.csv,t,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PRAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,22,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PRAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_214713.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PRAD_T14N03__zscot__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_214713.log
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PRAD_T14N03.csv,t,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PRAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,22,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PRAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_232628.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PRAD_T14N03__rag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250914_232628.log
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PRAD_T14N03.csv,t,kewrag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PRAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,22,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PRAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_010715.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PRAD_T14N03__kewrag__t__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_010715.log
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PRAD_T14N03.csv,n,kewltm,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PRAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,19,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PRAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_163206.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PRAD_T14N03__kewltm__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_163206.log
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PRAD_T14N03.csv,n,zscot,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PRAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,19,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PRAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_173305.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PRAD_T14N03__zscot__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_173305.log
PRAD,Prostate Adenocarcinoma,/home/yl3427/cylab/selfCorrectionAgent/per_cancer_type/PRAD_T14N03.csv,n,rag,/home/yl3427/cylab/selfCorrectionAgent/rag/context/context_PRAD.json,mistralai/Mixtral-8x7B-Instruct-v0.1,42,0.05,19,80,/home/yl3427/cylab/selfCorrectionAgent/runs/PRAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_185222.csv,/home/yl3427/cylab/selfCorrectionAgent/runs/PRAD_T14N03__rag__n__mistralai_Mixtral-8x7B-Instruct-v0.1__seed42__20250915_185222.log
